Timestamp,Action,API_Hits,Tokens_Generated,Time_Taken(seconds)
2025-04-14T15:46:46.627621,tcs_prep_toggle,1,3,0.00
2025-04-14T15:46:48.010836,tcs_main_prep,1,7,0.00
2025-04-14T15:46:49.248640,tcs_main_prep,1,7,0.00
2025-04-14T15:46:53.204695,Gemini_API_Error,1,0,2.41
2025-04-14T15:46:53.215993,dsa_questions,1,47,2.41
2025-04-14T15:54:54.169691,Gemini_API_Error,1,0,2.99
2025-04-14T15:54:54.176188,category_questions,1,115,2.99
2025-04-14T15:57:11.224273,Gemini_API_Call,1,2817,58.21
2025-04-14T15:57:11.224273,teach_topic,1,2817,58.21
2025-04-14T16:50:29.418801,Gemini_API_Call,1,2133,64.23
2025-04-14T16:50:29.431905,resume_info,1,2133,64.23
2025-04-14T16:50:50.095435,Gemini_API_Error,1,0,12.57
2025-04-14T16:50:50.099808,percentage_match,1,88,12.58
2025-04-14T16:52:40.670313,Gemini_API_Call,1,1458,72.79
2025-04-14T16:52:40.670313,percentage_match,1,1458,72.80
2025-04-14T16:57:20.556293,Gemini_API_Error,1,0,1.62
2025-04-14T16:57:20.559972,dsa_questions,1,89,1.62
2025-04-14T16:58:20.339074,Gemini_API_Call,1,9962,163.68
2025-04-14T16:58:20.354860,dsa_questions,1,9962,163.70
2025-04-14T16:58:56.088265,Gemini_API_Call,1,3364,367.81
2025-04-14T16:58:56.088265,learning_path,1,3364,367.82
2025-04-14T17:32:11.233954,Gemini_API_Error,1,0,2.29
2025-04-14T17:32:11.245480,dsa_questions,1,89,2.29
